Package,Zone,Dist,Mandal,GPName,zonemandalgp,LGDCode,uscno,areacode,billmonth,billdate,billno,totalbillamt,unit,arrearamount
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,09-2022,"Sep 14, 2022 9:06:23 AM",002209A1280,16524,549,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,07-2022,"Jul 5, 2022 1:07:52 PM",112207A0278,10986,77,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,06-2022,"Jun 10, 2022 2:06:44 PM",112206A1090,10029,75,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,05-2022,"May 12, 2022 7:05:47 AM",112205A1143,9081,94,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,04-2022,"Apr 10, 2022 11:04:13 AM",112204A1127,7960,21,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,03-2022,"Mar 8, 2022 7:03:38 AM",112203A0651,7588,10,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,02-2022,"Feb 10, 2022 11:02:44 AM",112202A1157,7277,66,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,01-2022,"Jan 9, 2022 2:31:30 PM",002201A0964,6513,86,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,12-2021,"Dec 4, 2021 11:38:56 AM",0021129837,5598,69,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,11-2021,"Nov 8, 2021 10:00:55 AM",0021119069,4811,75,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,10-2021,"Oct 9, 2021 8:52:55 AM",0021107916,3979,71,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MARRIGADDA,GP,201014,8081401022,80814,09-2021,"Sep 5, 2021 5:13:22 PM",0021096282,3177,70,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,09-2022,"Sep 6, 2022 9:09:57 AM",582209A0629,16817,370,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,07-2022,"Jul 6, 2022 9:57:18 AM",002207A0649,13062,112,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,06-2022,"Jun 7, 2022 7:16:57 AM",002206A0466,11760,148,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,05-2022,"May 6, 2022 7:19:47 AM",002205A0432,10103,112,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,04-2022,"Apr 12, 2022 9:33:01 AM",002204A1167,8768,94,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,03-2022,"Mar 11, 2022 11:35:33 AM",002203A1192,7792,88,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,02-2022,"Feb 8, 2022 10:56:14 AM",002202A0875,6862,118,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,01-2022,"Jan 13, 2022 9:06:24 AM",002201A1191,5670,61,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,12-2021,"Dec 6, 2021 11:52:47 AM",002112G2372,4944,74,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,11-2021,"Nov 3, 2021 1:05:57 PM",002111G0790,4120,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,10-2021,"Oct 3, 2021 12:42:13 PM",002110F9513,3810,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,CHANDURTHY,GP,201007,8080402036,80804,09-2021,"Sep 14, 2021 11:56:30 AM",002109F9305,3500,80,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,09-2022,"Sep 6, 2022 9:09:37 AM",132209A0719,12356,227,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,07-2022,"Jul 5, 2022 9:42:32 AM",002207A0738,10025,35,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,06-2022,"Jun 6, 2022 10:43:40 AM",002206A0820,9520,27,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,05-2022,"May 7, 2022 8:19:13 AM",002205A0768,9071,21,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,04-2022,"Apr 9, 2022 12:28:52 PM",002204A0820,8663,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,03-2022,"Mar 6, 2022 9:47:47 AM",002203A0714,8353,15,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,02-2022,"Feb 5, 2022 10:09:27 AM",002202A0625,8017,13,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,01-2022,"Jan 8, 2022 10:29:17 AM",002201A0625,7693,22,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,12-2021,"Dec 6, 2021 10:29:18 AM",002112B7149,7315,66,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,11-2021,"Nov 9, 2021 8:59:10 AM",002111B6311,6551,17,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,10-2021,"Oct 9, 2021 2:58:05 PM",002110B4879,6203,62,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMARAOPALLY,GP,201018,8082200365,80822,09-2021,"Sep 10, 2021 4:59:08 PM",002109H0707,5469,74,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,09-2022,"Sep 3, 2022 3:09:38 PM",132209A0215,17455,335,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,07-2022,"Jul 3, 2022 11:57:58 AM",002207A0195,14048,111,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,06-2022,"Jun 4, 2022 7:24:11 AM",002206A0182,12755,170,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,05-2022,"May 4, 2022 6:54:10 AM",002205A0186,10877,49,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,04-2022,"Apr 6, 2022 2:35:36 PM",002204A0171,10266,29,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,03-2022,"Mar 4, 2022 1:48:33 PM",002203A0204,9845,49,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,02-2022,"Feb 3, 2022 11:55:43 AM",002202A0208,9303,49,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,01-2022,"Jan 6, 2022 8:41:07 AM",002201A0233,8761,90,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,12-2021,"Dec 4, 2021 3:44:29 PM",002112B6620,7816,69,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,11-2021,"Nov 9, 2021 12:38:08 PM",002111B6394,7029,145,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,10-2021,"Oct 9, 2021 4:30:16 PM",002110B4906,5595,92,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,SANUGULA,GP,201020,8081901729,80819,09-2021,"Sep 11, 2021 8:30:43 AM",002109H0755,4634,98,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,09-2022,"Sep 12, 2022 2:09:15 PM",132209A1514,6497,40,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,07-2022,"Jul 16, 2022 2:15:37 PM",002207A1464,5995,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,06-2022,"Jun 11, 2022 4:08:34 PM",002206A1499,5660,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,05-2022,"May 10, 2022 8:41:49 AM",002205A1499,5333,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,04-2022,"Apr 12, 2022 10:35:29 AM",002204A1497,5004,10,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,03-2022,"Mar 11, 2022 10:38:44 AM",002203A1482,4693,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,02-2022,"Feb 10, 2022 11:04:51 AM",002202A1493,4383,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,01-2022,"Jan 12, 2022 1:34:31 PM",002201A1462,4073,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,12-2021,"Dec 9, 2021 10:53:49 AM",002112B7869,3763,18,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,11-2021,"Nov 9, 2021 12:25:35 PM",002111B6387,3409,52,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,10-2021,"Oct 9, 2021 3:05:31 PM",002110B4886,2751,29,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,DEVUNI THANDA,GP,278405,8082300005,80823,09-2021,"Sep 11, 2021 8:09:07 AM",002109H0725,2330,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,09-2022,"Sep 13, 2022 9:44:44 AM",002209A1478,5730,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,07-2022,"Jul 19, 2022 11:01:11 AM",002207A1394,5495,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,06-2022,"Jun 12, 2022 7:58:36 AM",002206A1405,5156,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,05-2022,"May 10, 2022 7:03:33 AM",002205A1316,4827,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,04-2022,"Apr 11, 2022 10:45:57 AM",002204A1001,4502,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,03-2022,"Mar 10, 2022 11:22:15 AM",002203A1258,4192,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,02-2022,"Feb 10, 2022 12:45:51 PM",002202A1375,3882,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,01-2022,"Jan 12, 2022 7:17:36 AM",002201A1331,3572,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,12-2021,"Dec 10, 2021 10:50:33 AM",002112H6623,3262,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,11-2021,"Nov 10, 2021 9:12:03 AM",002111H4849,2952,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,10-2021,"Oct 9, 2021 9:51:49 AM",002110H3084,2642,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KOTHAPETA,GP,201012,8081000149,80810,09-2021,"Sep 11, 2021 9:46:15 AM",002109H1659,2332,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,09-2022,"Sep 12, 2022 4:09:51 PM",582209A1221,17465,217,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,09-2022,"Sep 12, 2022 4:09:51 PM",582209A1221,17465,217,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,07-2022,"Jul 10, 2022 12:51:37 PM",002207A1210,15234,160,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,07-2022,"Jul 10, 2022 12:51:37 PM",002207A1210,15234,160,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,06-2022,"Jun 10, 2022 6:59:05 AM",002206A1196,13455,63,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,06-2022,"Jun 10, 2022 6:59:05 AM",002206A1196,13455,63,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,05-2022,"May 12, 2022 8:56:30 AM",002205A1212,12610,58,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,05-2022,"May 12, 2022 8:56:30 AM",002205A1212,12610,58,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,04-2022,"Apr 12, 2022 11:52:57 AM",002204A1215,11783,56,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,04-2022,"Apr 12, 2022 11:52:57 AM",002204A1215,11783,56,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,03-2022,"Mar 11, 2022 11:45:42 AM",002203A1199,11095,26,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,03-2022,"Mar 11, 2022 11:45:42 AM",002203A1199,11095,26,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,02-2022,"Feb 10, 2022 8:12:31 AM",002202A1195,10692,30,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,02-2022,"Feb 10, 2022 8:12:31 AM",002202A1195,10692,30,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,01-2022,"Jan 13, 2022 8:57:48 AM",002201A1182,10265,90,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,01-2022,"Jan 13, 2022 8:57:48 AM",002201A1182,10265,90,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,12-2021,"Dec 9, 2021 11:32:13 AM",002112G2878,9320,100,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,12-2021,"Dec 9, 2021 11:32:13 AM",002112G2878,9320,100,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,11-2021,"Nov 12, 2021 1:41:31 PM",002111G1701,8299,100,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,11-2021,"Nov 12, 2021 1:41:31 PM",002111G1701,8299,100,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,10-2021,"Oct 9, 2021 1:24:32 PM",002110G0487,7278,300,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,10-2021,"Oct 9, 2021 1:24:32 PM",002110G0487,7278,300,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KATTALINGAMPET,GP,201010,8080402037,80804,09-2021,"Sep 14, 2021 12:03:07 PM",002109F9312,4455,100,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,THIMMAPUR,GP,201021,8080402037,80804,09-2021,"Sep 14, 2021 12:03:07 PM",002109F9312,4455,100,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,MALLIAL,GP,201013,8088132128,80804,09-2021,"Sep 14, 2021 12:03:07 PM",002109F9312,4455,100,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JANGAMREDDYPALLY,GP,201136,9091100446,90911,09-2022,"Sep 13, 2022 9:09:54 AM",822209A0781,10564,150,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JANGAMREDDYPALLY,GP,201136,9091100446,90911,07-2022,"Jul 16, 2022 12:44:22 PM",002207A0723,8960,88,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JANGAMREDDYPALLY,GP,201136,9091100446,90911,06-2022,"Jun 12, 2022 9:00:02 AM",002206A0758,7887,34,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JANGAMREDDYPALLY,GP,201136,9091100446,90911,05-2022,"May 11, 2022 6:05:06 PM",002205A0709,7385,41,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JANGAMREDDYPALLY,GP,201136,9091100446,90911,04-2022,"Apr 11, 2022 9:16:34 AM",002204C0530,6807,83,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JANGAMREDDYPALLY,GP,201136,9091100446,90911,03-2022,"Mar 11, 2022 5:17:37 PM",002203B9772,5914,80,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JANGAMREDDYPALLY,GP,201136,9091100446,90911,02-2022,"Feb 10, 2022 11:02:04 AM",002202D5767,5044,79,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JANGAMREDDYPALLY,GP,201136,9091100446,90911,01-2022,"Jan 12, 2022 1:02:02 PM",002201D5051,4182,173,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JANGAMREDDYPALLY,GP,201136,9091100446,90911,11-2021,"Nov 10, 2021 10:17:24 AM",002111D3349,2644,82,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JANGAMREDDYPALLY,GP,201136,9091100446,90911,10-2021,"Oct 11, 2021 3:44:01 PM",002110D2629,1759,198,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ANANTHARAM,GP,201129,9090201027,90902,09-2022,"Sep 7, 2022 9:09:49 AM",772209A0978,8364,144,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ANANTHARAM,GP,201129,9090201027,90902,07-2022,"Jul 15, 2022 9:34:55 AM",002207A1219,6811,70,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ANANTHARAM,GP,201129,9090201027,90902,05-2022,"May 13, 2022 8:05:56 AM",772205A1192,6047,99,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ANANTHARAM,GP,201129,9090201027,90902,04-2022,"Apr 14, 2022 8:24:18 AM",002204B7383,4851,100,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ANANTHARAM,GP,201129,9090201027,90902,03-2022,"Mar 9, 2022 2:38:24 PM",02203B5700,3830,114,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ANANTHARAM,GP,201129,9090201027,90902,02-2022,"Feb 9, 2022 5:08:39 PM",1222027232,2674,66,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ANANTHARAM,GP,201129,9090201027,90902,01-2022,"Jan 13, 2022 4:37:01 PM",1222016519,1910,2,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ANANTHARAM,GP,201129,9090201027,90902,12-2021,"Dec 10, 2021 4:24:04 PM",122112A6439,1600,14,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ANANTHARAM,GP,201129,9090201027,90902,11-2021,"Nov 15, 2021 9:09:02 AM",002111A5910,1270,38,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ANANTHARAM,GP,201129,9090201027,90902,10-2021,"Oct 9, 2021 6:31:58 PM",122110A4909,795,90,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ELLANTHAKUNTA,GP,201132,9091002266,90910,09-2022,"Sep 8, 2022 1:09:00 PM",782209A0545,4083,152,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ELLANTHAKUNTA,GP,201132,9091002266,90910,07-2022,"Jul 8, 2022 8:07:45 AM",002207A0439,2537,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ELLANTHAKUNTA,GP,201132,9091002266,90910,06-2022,"Jun 6, 2022 9:36:46 AM",002206A0286,2208,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ELLANTHAKUNTA,GP,201132,9091002266,90910,05-2022,"May 7, 2022 10:52:13 AM",002205A0215,1885,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ELLANTHAKUNTA,GP,201132,9091002266,90910,04-2022,"Apr 6, 2022 8:48:49 AM",002204B7453,1560,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ELLANTHAKUNTA,GP,201132,9091002266,90910,03-2022,"Mar 4, 2022 2:40:05 PM",002203B6028,1250,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ELLANTHAKUNTA,GP,201132,9091002266,90910,02-2022,"Feb 5, 2022 3:48:15 PM",002202B8412,940,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ELLANTHAKUNTA,GP,201132,9091002266,90910,12-2021,"Dec 5, 2021 11:33:34 AM",782112B1020,780,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ELLANTHAKUNTA,GP,201132,9091002266,90910,11-2021,"Nov 9, 2021 11:36:11 AM",782111B0703,470,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,ELLANTHAKUNTA,GP,201132,9091002266,90910,10-2021,"Oct 12, 2021 5:38:28 PM",782110B0010,160,1,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,MUSKANIPET,GP,201139,9091400824,90914,09-2022,"Sep 9, 2022 10:46:21 AM",002209A0758,4600,175,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,MUSKANIPET,GP,201139,9091400824,90914,07-2022,"Jul 8, 2022 1:07:38 PM",002207A0766,2782,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,MUSKANIPET,GP,201139,9091400824,90914,06-2022,"Jun 7, 2022 6:21:21 PM",002206A0518,2455,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,MUSKANIPET,GP,201139,9091400824,90914,05-2022,"May 7, 2022 11:04:07 AM",002205A0538,2130,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,MUSKANIPET,GP,201139,9091400824,90914,04-2022,"Apr 8, 2022 7:10:59 PM",002204F4205,1805,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,MUSKANIPET,GP,201139,9091400824,90914,03-2022,"Mar 9, 2022 10:36:22 AM",002203F3334,1495,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,MUSKANIPET,GP,201139,9091400824,90914,02-2022,"Feb 8, 2022 7:35:51 PM",002202D5584,1185,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,MUSKANIPET,GP,201139,9091400824,90914,01-2022,"Jan 8, 2022 5:27:18 PM",002201D4849,875,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,MUSKANIPET,GP,201139,9091400824,90914,12-2021,"Dec 7, 2021 10:20:22 AM",002112D3890,565,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,MUSKANIPET,GP,201139,9091400824,90914,11-2021,"Nov 8, 2021 11:26:26 AM",002111D3171,255,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,KESHANAPALLI,GP,278402,9093100170,90931,09-2022,"Sep 4, 2022 9:09:56 AM",112209A0075,457,216,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,KESHANAPALLI,GP,278402,9093100170,90931,07-2022,"Jul 4, 2022 11:39:06 AM",002207A0072,-8,109,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,KESHANAPALLI,GP,278402,9093100170,90931,06-2022,"Jun 4, 2022 8:31:35 AM",002206A0073,601,131,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,KESHANAPALLI,GP,278402,9093100170,90931,05-2022,"May 5, 2022 8:05:46 AM",112205A0073,606,131,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,KESHANAPALLI,GP,278402,9093100170,90931,04-2022,"Apr 5, 2022 9:43:52 AM",002204F3551,696,225,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,KESHANAPALLI,GP,278402,9093100170,90931,03-2022,"Mar 4, 2022 2:09:21 PM",002203F2743,175,76,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,KESHANAPALLI,GP,278402,9093100170,90931,02-2022,"Feb 4, 2022 10:57:35 AM",002202D5131,166,76,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,KESHANAPALLI,GP,278402,9093100170,90931,01-2022,"Jan 6, 2022 10:06:00 AM",002201D4406,435,226,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,KESHANAPALLI,GP,278402,9093100170,90931,12-2021,"Dec 3, 2021 11:14:17 AM",002112D3422,460,117,0
