Package,Zone,Dist,Mandal,GPName,zonemandalgp,LGDCode,uscno,areacode,billmonth,billdate,billno,totalbillamt,unit,arrearamount
Package-C,KARIMNAGAR,SIRCILLA,YELLAREDDIPET,GOLLAPALLY,GP,202104,6061002822,60610,04-2022,"Apr 7, 2022 9:27:40 AM",002204A0510,3046,23,0
Package-C,KARIMNAGAR,SIRCILLA,YELLAREDDIPET,GOLLAPALLY,GP,202104,6061002822,60610,03-2022,"Mar 4, 2022 10:17:11 AM",002203A0501,2662,45,0
Package-C,KARIMNAGAR,SIRCILLA,YELLAREDDIPET,GOLLAPALLY,GP,202104,6061002822,60610,02-2022,"Feb 4, 2022 8:48:47 AM",002202A0505,2317,13,0
Package-C,KARIMNAGAR,SIRCILLA,YELLAREDDIPET,GOLLAPALLY,GP,202104,6061002822,60610,01-2022,"Jan 5, 2022 12:45:54 PM",002201A0501,2613,42,0
Package-C,KARIMNAGAR,SIRCILLA,YELLAREDDIPET,GOLLAPALLY,GP,202104,6061002822,60610,12-2021,"Dec 8, 2021 8:40:56 AM",002112A0920,2733,26,0
Package-C,KARIMNAGAR,SIRCILLA,YELLAREDDIPET,GOLLAPALLY,GP,202104,6061002822,60610,11-2021,"Nov 6, 2021 11:50:06 AM",002111A0497,2330,0,0
Package-C,KARIMNAGAR,SIRCILLA,YELLAREDDIPET,GOLLAPALLY,GP,202104,6061002822,60610,10-2021,"Oct 4, 2021 8:10:26 AM",102110A0512,2020,0,0
Package-C,KARIMNAGAR,SIRCILLA,YELLAREDDIPET,GOLLAPALLY,GP,202104,6061002822,60610,09-2021,"Sep 4, 2021 9:09:58 AM",102109A0497,1710,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,09-2022,"Sep 4, 2022 8:09:42 AM",262209A0302,-1621,50,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,07-2022,"Jul 8, 2022 8:22:51 AM",012207A0643,-2144,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,06-2022,"Jun 8, 2022 3:06:04 PM",262206A0655,-2319,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,05-2022,"May 9, 2022 4:19:55 PM",012205A0643,-2492,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,04-2022,"Apr 8, 2022 10:07:56 AM",012204B1174,-2667,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,03-2022,"Mar 6, 2022 6:20:41 PM",012203B0515,-2827,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,02-2022,"Feb 3, 2022 1:50:29 PM",012202A9465,-2987,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,01-2022,"Jan 10, 2022 12:45:20 PM",012201A9221,-3147,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,12-2021,"Dec 4, 2021 10:03:42 AM",012112A7598,-3307,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,11-2021,"Nov 6, 2021 9:03:08 AM",012111A6693,-3467,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,10-2021,"Oct 6, 2021 9:56:35 AM",012110A5617,-3627,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHEERLAVANCH,GP,201938,1011002138,10110,09-2021,"Sep 3, 2021 11:40:54 AM",012109A4331,-3787,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,09-2022,"Sep 5, 2022 8:09:33 AM",262209A0636,4780,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,07-2022,"Jul 7, 2022 9:07:27 AM",012207A0638,4545,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,06-2022,"Jun 8, 2022 2:06:30 PM",262206A0639,4222,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,05-2022,"May 7, 2022 5:51:42 PM",012205A0467,3895,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,04-2022,"Apr 7, 2022 5:08:24 PM",012204B1011,3570,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,03-2022,"Mar 3, 2022 5:56:38 PM",012203A9920,3260,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,02-2022,"Feb 6, 2022 6:01:14 PM",012202A9871,2950,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,01-2022,"Jan 9, 2022 11:19:34 AM",012201A9167,2640,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,12-2021,"Dec 4, 2021 6:01:43 PM",012112A7773,2330,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,11-2021,"Nov 7, 2021 6:58:25 PM",012111A7150,2020,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,10-2021,"Oct 8, 2021 7:11:19 PM",012110A6098,1710,0,0
Package-C,KARIMNAGAR,SIRCILLA,THANGALLAPALLI,CHNINTHALATHANA,GP,201941,1011100857,10111,09-2021,"Sep 8, 2021 6:17:10 PM",012109A4965,1400,0,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,09-2022,"Sep 6, 2022 6:09:12 AM",612209A0550,17480,395,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,07-2022,"Jul 5, 2022 6:52:37 AM",002207A0405,13476,168,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,06-2022,"Jun 5, 2022 6:04:00 AM",002206A0403,11618,68,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,05-2022,"May 5, 2022 6:18:31 AM",002205A0405,10726,55,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,04-2022,"Apr 7, 2022 6:26:39 AM",002204A0405,9930,70,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,03-2022,"Mar 7, 2022 7:14:43 AM",002203A0409,9136,68,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,02-2022,"Feb 5, 2022 7:20:48 AM",002202A0414,8357,8,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,01-2022,"Jan 6, 2022 7:24:52 AM",002201A0405,8046,42,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,12-2021,"Dec 6, 2021 7:11:32 AM",002112F3282,7546,458,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,11-2021,"Nov 10, 2021 11:41:20 AM",002111F2876,3228,15,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,10-2021,"Oct 9, 2021 1:19:51 PM",002110H2087,2892,40,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,RAMANNAPET,GP,201017,8080000585,80800,09-2021,"Sep 13, 2021 3:25:24 PM",002109F9275,2405,40,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,09-2022,"Sep 3, 2022 7:09:01 AM",592209A0058,17816,163,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,07-2022,"Jul 3, 2022 7:30:27 AM",002207A0047,16101,119,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,06-2022,"Jun 4, 2022 8:07:54 AM",002206A0121,14729,164,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,05-2022,"May 4, 2022 8:57:57 AM",002205A0292,12910,225,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,04-2022,"Apr 5, 2022 8:15:14 AM",002204A0001,10471,88,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,03-2022,"Mar 4, 2022 8:26:26 AM",002203A0106,9541,66,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,02-2022,"Feb 3, 2022 11:27:14 AM",002202A0266,8777,67,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,01-2022,"Jan 4, 2022 8:23:37 AM",002201A0046,8005,70,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,12-2021,"Dec 4, 2021 7:49:05 AM",002112I7612,7211,63,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,11-2021,"Nov 3, 2021 9:06:11 AM",002111I6317,6470,88,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,10-2021,"Oct 4, 2021 8:40:10 AM",002110I5203,5540,120,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,ENGAL,GP,201008,8080600922,80806,09-2021,"Sep 3, 2021 7:49:55 AM",002109I3171,4330,118,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,09-2022,"Sep 3, 2022 11:09:08 AM",112209A0002,17914,213,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,07-2022,"Jul 5, 2022 11:07:22 AM",112207A0259,15723,144,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,06-2022,"Jun 4, 2022 9:06:51 AM",112206A0456,14106,147,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,05-2022,"May 3, 2022 10:05:05 AM",112205A0262,12459,127,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,04-2022,"Apr 5, 2022 9:04:58 AM",112204A0261,10987,145,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,03-2022,"Mar 4, 2022 11:03:36 AM",112203A0264,9553,97,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,02-2022,"Feb 2, 2022 3:02:22 PM",112202A0002,8555,72,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,01-2022,"Jan 4, 2022 11:35:21 AM",002201A0257,7746,135,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,12-2021,"Dec 3, 2021 3:55:33 PM",0021129564,6401,135,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,11-2021,"Nov 3, 2021 10:18:24 AM",0021118564,5056,154,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,10-2021,"Oct 3, 2021 8:17:48 AM",0021107060,3541,133,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,BANDAPALLY,GP,201006,8080300966,80803,09-2021,"Sep 3, 2021 10:22:53 AM",0021096052,3469,145,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,09-2022,"Sep 12, 2022 11:09:06 AM",612209A1373,10546,163,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,07-2022,"Jul 6, 2022 11:31:25 AM",002207A0739,8831,1,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,06-2022,"Jun 2, 2022 12:41:09 PM",002206A0002,8498,2,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,05-2022,"May 7, 2022 9:18:55 AM",002205A1170,8183,1,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,04-2022,"Apr 11, 2022 10:08:18 AM",002204A1358,7851,20,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,03-2022,"Mar 10, 2022 10:19:29 AM",002203A1355,7485,11,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,02-2022,"Feb 2, 2022 3:37:41 PM",002202A0001,7173,2,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,01-2022,"Jan 4, 2022 4:58:43 PM",002201A0186,6863,2,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,12-2021,"Dec 3, 2021 4:08:32 PM",002112F2886,6553,1,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,11-2021,"Nov 9, 2021 10:08:51 AM",002111F2651,6243,7,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,10-2021,"Oct 5, 2021 11:56:34 AM",002110H1464,5933,71,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,KISTAMPET,GP,201011,8080900592,80809,09-2021,"Sep 3, 2021 1:35:22 PM",002109I3240,5131,120,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,09-2022,"Sep 12, 2022 9:09:19 AM",602209A1137,12615,145,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,07-2022,"Jul 12, 2022 7:18:29 AM",002207A0924,11054,8,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,06-2022,"Jun 4, 2022 10:06:02 AM",602206A0428,10713,18,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,05-2022,"May 4, 2022 6:05:57 PM",602205A0324,10326,67,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,04-2022,"Apr 5, 2022 4:04:03 PM",602204A0283,9431,71,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,03-2022,"Mar 5, 2022 3:03:27 PM",602203A0131,8629,66,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,02-2022,"Feb 5, 2022 12:02:23 PM",602202A0410,7865,60,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,01-2022,"Jan 9, 2022 10:01:25 AM",602201A0654,7146,73,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,12-2021,"Dec 9, 2021 8:28:42 AM",002112A8362,6329,72,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,11-2021,"Nov 5, 2021 12:34:30 PM",002111A7217,5520,70,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,10-2021,"Oct 4, 2021 10:28:02 AM",002110A5970,4726,68,0
Package-C,KARIMNAGAR,SIRCILLA,CHANDURTHI,JOGAPUR,GP,201009,8080801081,80808,09-2021,"Sep 3, 2021 12:29:39 PM",002109A4666,3947,67,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,POTTUR,GP,201143,9092001125,90920,05-2022,"May 8, 2022 6:05:56 PM",802205A0491,2035,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,POTTUR,GP,201143,9092001125,90920,04-2022,"Apr 9, 2022 10:29:18 AM",002204A5130,1710,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,POTTUR,GP,201143,9092001125,90920,03-2022,"Mar 8, 2022 1:23:46 PM",002203B4010,1400,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,POTTUR,GP,201143,9092001125,90920,02-2022,"Feb 10, 2022 11:24:19 AM",002202A3638,1090,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,POTTUR,GP,201143,9092001125,90920,01-2022,"Jan 12, 2022 11:19:01 AM",002201A2744,780,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,POTTUR,GP,201143,9092001125,90920,12-2021,"Dec 11, 2021 11:02:28 AM",002112A1851,470,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,POTTUR,GP,201143,9092001125,90920,11-2021,"Nov 13, 2021 5:21:17 PM",012111D2933,160,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,NARSAKKAPET,GP,201140,9091500433,90915,09-2022,"Sep 10, 2022 2:09:19 PM",802209A0918,5366,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,NARSAKKAPET,GP,201140,9091500433,90915,07-2022,"Jul 15, 2022 12:19:01 PM",002207A0919,5131,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,NARSAKKAPET,GP,201140,9091500433,90915,06-2022,"Jun 11, 2022 6:06:50 PM",802206A0927,4798,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,NARSAKKAPET,GP,201140,9091500433,90915,05-2022,"May 11, 2022 4:05:04 PM",802205A0923,4473,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,NARSAKKAPET,GP,201140,9091500433,90915,04-2022,"Apr 9, 2022 10:00:37 AM",002204A5120,4148,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,NARSAKKAPET,GP,201140,9091500433,90915,03-2022,"Mar 12, 2022 11:49:21 AM",002203B4341,3838,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,NARSAKKAPET,GP,201140,9091500433,90915,02-2022,"Feb 9, 2022 11:36:54 AM",002202A3629,3528,2,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,NARSAKKAPET,GP,201140,9091500433,90915,01-2022,"Jan 12, 2022 10:01:56 AM",002201A2738,3218,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,NARSAKKAPET,GP,201140,9091500433,90915,12-2021,"Dec 11, 2021 10:43:04 AM",002112A1850,2908,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,NARSAKKAPET,GP,201140,9091500433,90915,11-2021,"Nov 12, 2021 8:18:47 AM",012111D2928,2598,0,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,NARSAKKAPET,GP,201140,9091500433,90915,10-2021,"Oct 12, 2021 8:12:59 AM",002110F5761,2288,257,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,09-2022,"Sep 5, 2022 8:09:38 AM",752209A0400,2415,417,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,07-2022,"Jul 5, 2022 7:07:39 AM",752207A0415,3473,185,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,06-2022,"Jun 5, 2022 7:06:33 AM",752206A0350,2589,210,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,05-2022,"May 7, 2022 7:05:09 AM",752205A0418,1310,219,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,04-2022,"Apr 7, 2022 6:27:45 AM",002204I0118,774,189,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,03-2022,"Mar 7, 2022 7:12:20 AM",002203H8905,553,139,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,02-2022,"Feb 5, 2022 11:00:01 AM",002202B0069,187,81,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,01-2022,"Jan 6, 2022 12:28:14 PM",002201A8838,1682,86,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,12-2021,"Dec 5, 2021 8:47:02 AM",002112A7597,1456,154,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,11-2021,"Nov 6, 2021 9:08:20 AM",002111A6396,809,197,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,10-2021,"Oct 4, 2021 10:47:45 AM",002110A5152,1912,195,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,VANTHADUPULA,GP,201152,9092801203,90928,09-2021,"Sep 5, 2021 9:07:37 AM",002109A3936,1087,202,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JAWAHARPET,GP,201137,9091200551,90912,09-2022,"Sep 12, 2022 11:09:29 AM",792209A1212,7887,20,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JAWAHARPET,GP,201137,9091200551,90912,07-2022,"Jul 17, 2022 8:24:24 AM",002207A1236,7526,40,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JAWAHARPET,GP,201137,9091200551,90912,06-2022,"Jun 11, 2022 12:05:16 PM",002206A1249,6972,40,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JAWAHARPET,GP,201137,9091200551,90912,05-2022,"May 12, 2022 6:52:01 AM",002205A1222,6432,33,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JAWAHARPET,GP,201137,9091200551,90912,04-2022,"Apr 12, 2022 1:47:38 PM",002204C1713,5891,127,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JAWAHARPET,GP,201137,9091200551,90912,03-2022,"Mar 12, 2022 10:40:29 AM",02203C0482,4618,20,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JAWAHARPET,GP,201137,9091200551,90912,02-2022,"Feb 10, 2022 7:37:38 AM",002202{8185,4252,20,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JAWAHARPET,GP,201137,9091200551,90912,01-2022,"Jan 13, 2022 7:26:00 AM",002201A8982,3886,31,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JAWAHARPET,GP,201137,9091200551,90912,12-2021,"Dec 13, 2021 3:31:33 PM",002112A7883,3453,57,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,JAWAHARPET,GP,201137,9091200551,90912,11-2021,"Nov 13, 2021 8:40:33 AM",002111A6748,2757,311,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GALIPALLY,GP,201133,9090701450,90907,09-2022,"Sep 3, 2022 3:12:19 PM",002209A0002,8245,18,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GALIPALLY,GP,201133,9090701450,90907,07-2022,"Jul 6, 2022 10:07:18 AM",002207A0111,7898,65,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GALIPALLY,GP,201133,9090701450,90907,06-2022,"Jun 5, 2022 9:31:27 AM",002206A0069,7029,68,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GALIPALLY,GP,201133,9090701450,90907,05-2022,"May 5, 2022 12:20:35 PM",002205A0004,6137,43,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GALIPALLY,GP,201133,9090701450,90907,04-2022,"Apr 7, 2022 10:35:10 AM",1222048777,5567,30,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GALIPALLY,GP,201133,9090701450,90907,03-2022,"Mar 3, 2022 2:01:56 PM",1222037619,5140,48,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GALIPALLY,GP,201133,9090701450,90907,02-2022,"Feb 4, 2022 10:01:07 AM",002202{7270,4604,61,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GALIPALLY,GP,201133,9090701450,90907,01-2022,"Jan 6, 2022 10:39:47 AM",002201A7951,3878,71,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GALIPALLY,GP,201133,9090701450,90907,12-2021,"Dec 4, 2021 10:57:01 AM",002112A6844,3076,69,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GALIPALLY,GP,201133,9090701450,90907,11-2021,"Nov 4, 2021 1:07:20 PM",002111A5793,2289,47,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GALIPALLY,GP,201133,9090701450,90907,10-2021,"Oct 9, 2021 1:14:52 PM",002110A5328,1759,198,0
Package-C,KARIMNAGAR,SIRCILLA,ELLANTHAKUNTA,GOLLAPALLY (G.P.),GP,201134,9090800273,90907,10-2021,"Oct 9, 2021 1:14:52 PM",002110A5328,1759,198,0
Package-C,KARIMNAGAR,SIRCILLA,KONARAOPET,Nizambad,GP,201510,4041601764,40416,09-2022,"Sep 4, 2022 12:09:20 PM",522209A0290,8506,44,0
Package-C,KARIMNAGAR,SIRCILLA,KONARAOPET,Nizambad,GP,201510,4041601764,40416,07-2022,"Jul 2, 2022 9:48:25 AM",002207A0014,7975,2,0
Package-C,KARIMNAGAR,SIRCILLA,KONARAOPET,Nizambad,GP,201510,4041601764,40416,06-2022,"Jun 3, 2022 11:01:28 AM",002206A0002,7652,2,0
